id;estado;cidade;bairro;endereco;preco;avaliacao;desconto;descricao;modalidade;link;financiamento;FGTS;imagem;pdf
id;estado;cidade;bairro;endereco;preco;avaliacao;desconto;descricao;modalidade;link;financiamento;FGTS;https://venda-imoveis.caixa.gov.br/fotos/Fid21.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/id.pdf
8444422565866;PB;ALHANDRA;JARDIM LUSITANO;RUA PROJETADA, QD V, LT 02, CS 08;59.178,97;126.000,00;53.04;Casa, 0.00 de �rea total, 71.50 de �rea privativa, 100.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422565866;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442256586621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444422565866.pdf
8444422936457;PB;ALHANDRA;CENTRO;RUA PROJETADA(RES NOSSA SENHORA DA ASSUNCAO), CS 07, QD V, LT 02, LOT JARDIM LUSITAN;59.178,97;126.000,00;53.04;Casa, 71.50 de �rea total, 71.50 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422936457;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442293645721.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444422936457.pdf
8444409363813;PB;ALHANDRA;LT 25 QD 18;RUA PROJETADA, N. SN, CASA A;52.428,44;110.000,00;52.34;Casa, 77.60 de �rea total, 43.86 de �rea privativa, 100.04 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409363813;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844440936381321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444409363813.pdf
8444403035547;PB;ALHANDRA;CENTRO;RUA LOCAL 02 (R PROJETADA), N. S/N, QD B, LT 48;54.993,38;115.000,00;52.18;Casa, 0.00 de �rea total, 59.85 de �rea privativa, 160.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403035547;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844440303554721.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444403035547.pdf
8555508847217;PB;ALHANDRA;CENTRO;VIA LOCAL 4, N. SN, LTS 11, 12, 13 E 14C, QD D;48.317,74;100.000,00;51.69;Casa, 0.00 de �rea total, 59.52 de �rea privativa, 114.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555508847217;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F855550884721721.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8555508847217.pdf
8555508235149;PB;ALHANDRA;CENTRO;VIA LOCAL 4, N. SN, LT 11/12/13/14-F QD D;29.321,04;58.786,00;50.13;Casa, 0.00 de �rea total, 59.52 de �rea privativa, 114.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555508235149;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F855550823514921.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8555508235149.pdf
8444412876036;PB;ALHANDRA;CENTRO;VIA LOCAL, N. SN, LT 99 QD E;67.514,27;126.000,00;46.42;Casa, 0.00 de �rea total, 59.89 de �rea privativa, 160.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412876036;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441287603621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444412876036.pdf
8444406827860;PB;ALHANDRA;LOT PORTAL DAS PRAIA;RUA LOCAL 05, N. SN, LT 111 QD E;68.787,97;120.000,00;42.68;Casa, 0.00 de �rea total, 59.95 de �rea privativa, 160.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licita��o Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406827860;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844440682786021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444406827860.pdf
8444412249643;PB;ALHANDRA;DIST DE MATA REDONDA;RUA LOCAL 06, N. SN, QD D LT 65/66-A;69.901,92;121.943,28;42.68;Casa, 0.00 de �rea total, 61.12 de �rea privativa, 159.75 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412249643;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441224964321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444412249643.pdf
8444410040798;PB;ARACAGI;BELA VISTA;RUA MANOEL GOMES DA SILVA, N. SN, 0;94.015,13;167.000,00;43.71;Casa, 0.00 de �rea total, 113.60 de �rea privativa, 210.91 de �rea do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410040798;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441004079821.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444410040798.pdf
8444401591671;PB;ARACAGI;SAO JOAO BATISTA;RUA CARLOS FERNANDES DE MENDONCA, N. 7, SETOR 3 LT  47 QD 1;59.184,90;98.000,00;39.61;Casa, 0.00 de �rea total, 94.08 de �rea privativa, 179.00 de �rea do terreno,  3 qto(s), WC, 2 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401591671;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844440159167121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444401591671.pdf
1444402095092;PB;ARARUNA;LOT RESIDENCE IPESII;RUA PROJETADA 04, QD-G LT-12;51.840,42;112.000,00;53.72;Casa, 0.00 de �rea total, 70.00 de �rea privativa, 125.00 de �rea do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402095092;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F144440209509221.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/1444402095092.pdf
8444410029310;PB;BANANEIRAS;Ch� de Rildo;RUA PROJETADA, N. 00,;163.000,00;163.000,00;0.00;Casa, 0.00 de �rea total, 90.86 de �rea privativa, 250.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410029310;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844441002931021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444410029310.pdf
8444408190206;PB;BARRA DE SANTA ROSA;CENTRO;RUA PROJETADA, N. 3, CS 102;45.901,86;95.000,00;51.69;Casa, 59.77 de �rea total, 59.77 de �rea privativa, 120.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408190206;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844440819020621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444408190206.pdf
8444408238071;PB;BARRA DE SANTA ROSA;Centro;RUA PROJETADA 03, N. SN, CS 103;53.011,47;96.000,00;44.78;Casa, 0.00 de �rea total, 59.78 de �rea privativa, 120.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408238071;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844440823807121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444408238071.pdf
8444416929452;PB;BARRA DE SANTA ROSA;LOTEAMENTO SANTA ROS;AVENIDA SAO JORGE, N. SN, QD B LT 05;59.142,60;103.500,00;42.86;Casa, 0.00 de �rea total, 76.20 de �rea privativa, 176.47 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416929452;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844441692945221.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444416929452.pdf
8444412464641;PB;BARRA DE SANTA ROSA;LOT SANTA ROSA;RUA JOAO INACIO DA COSTA, N. SN, LT 11D5 QD D;57.891,78;100.000,00;42.11;Casa, 0.00 de �rea total, 69.90 de �rea privativa, 162.96 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412464641;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844441246464121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444412464641.pdf
8444415707790;PB;BAYEUX;COMERCIAL NORTE;RUA MARIA DO CARMO DOS SANTOS, N. 137, QD 12, LT A7, CS 01;64.455,58;145.812,92;55.80;Casa, 0.00 de �rea total, 71.91 de �rea privativa, 120.00 de �rea do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415707790;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441570779021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444415707790.pdf
8444409139735;PB;BAYEUX;CENTRO;RUA PROJETADA, N. 171, CS 03, QD D, LT 02;41.862,22;94.000,00;55.47;Casa, 0.00 de �rea total, 62.66 de �rea privativa, 90.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409139735;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844440913973521.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444409139735.pdf
1555527161351;PB;BAYEUX;BRASILIA;RUA JOSE MONTEIRO DA SILVA, N. 20, Apto 003;56.534,76;123.648,29;54.28;Apartamento, 0.00 de �rea total, 64.87 de �rea privativa, 0.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555527161351;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F155552716135121.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/1555527161351.pdf
8444412678064;PB;BAYEUX;COMERCIAL NORTE;RUA MARIA DO CARMO DOS SANTOS, N. 129, CASA 01;76.612,75;144.000,00;46.80;Casa, 0.00 de �rea total, 71.91 de �rea privativa, 120.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412678064;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844441267806421.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444412678064.pdf
8444416363726;PB;BAYEUX;COMERCIAL NORTE;RUA NATIVIDADE, N. 37, UN 03 LT E QD16;59.999,74;105.000,00;42.86;Casa, 0.00 de �rea total, 52.66 de �rea privativa, 120.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416363726;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441636372621.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444416363726.pdf
8444416926763;PB;BAYEUX;ALTO DA BOA VISTA;AVENIDA JOSE JOAQUIM DE MELO, N. 744, LT 18, QD 22, CS 101;71.080,90;124.000,00;42.68;Casa, 0.00 de �rea total, 56.00 de �rea privativa, 380.00 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416926763;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441692676321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444416926763.pdf
8444426982224;PB;BAYEUX;MARIO ANDREAZZA;RUA SAO JOAO BATISTA, N. 95, CASA 05;71.080,90;124.000,00;42.68;Casa, 0.00 de �rea total, 47.75 de �rea privativa, 800.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426982224;Sim;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442698222421.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444426982224.pdf
8444424649340;PB;BAYEUX;COMERCIAL NORTE;RUA MARIA DO CARMO DOS SANTOS, N. 117, CS 05;108.746,76;115.400,00;5.77;Casa, 0.00 de �rea total, 52.62 de �rea privativa, 134.20 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424649340;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442464934021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444424649340.pdf
8444417481803;PB;BAYEUX;COMERCIAL NORTE;RUA NATIVIDADE, N. 37, QD 16 LT E;111.051,59;114.100,00;2.68;Casa, 0.00 de �rea total, 52.66 de �rea privativa, 120.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417481803;Sim;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441748180321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444417481803.pdf
8444406183644;PB;BAYEUX;LOT SONHO VERDE;RUA 09 DE NOVEMBRO, N. 72, CS C, CON RES GONCALVES V;105.000,00;105.000,00;0.00;Casa, 0.00 de �rea total, 60.00 de �rea privativa, 106.67 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406183644;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440618364421.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444406183644.pdf
8444405376880;PB;BAYEUX;JARDIM AEROPORTO;RUA PROJETADA, N. 145, Apto 103,;127.500,00;127.500,00;0.00;Casa, 0.00 de �rea total, 65.37 de �rea privativa, 1.36 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405376880;Sim;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440537688021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444405376880.pdf
8444401330487;PB;BAYEUX;CENTRO;RUA MANOEL PAULINO GOMES, N. 251,  .;81.000,00;81.000,00;0.00;Casa, 0.00 de �rea total, 46.57 de �rea privativa, 81.41 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401330487;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440133048721.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444401330487.pdf
8444402400870;PB;BAYEUX;CENTRO;RUA PROJETADA 02, N. 180, CASA 04;79.000,00;79.000,00;0.00;Casa, 0.00 de �rea total, 46.57 de �rea privativa, 105.05 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402400870;Sim;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440240087021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444402400870.pdf
8444400758815;PB;BAYEUX;COMERCIAL NORTE;RUA MANOEL PAULINO GOMES, N. 639, CS E5,;82.000,00;82.000,00;0.00;Casa, 0.00 de �rea total, 53.50 de �rea privativa, 820.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400758815;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440075881521.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444400758815.pdf
8444404308709;PB;BAYEUX;COMERCIAL NORTE;RUA JOSE PAULINO FILHO, N. 270, CS 03 RUA PROJETADA 19;95.990,00;95.990,00;0.00;Casa, 0.00 de �rea total, 46.58 de �rea privativa, 186.30 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404308709;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440430870921.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444404308709.pdf
8555509510569;PB;BAYEUX;COMERCIAL NORTE;RUA SAO JOAO BATISTA, N. 47, CS 03-C;137.000,00;137.000,00;0.00;Casa, 0.00 de �rea total, 53.67 de �rea privativa, 143.50 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555509510569;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F855550951056921.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8555509510569.pdf
8555521559602;PB;BAYEUX;MARIO ANDREAZZA;RUA PROJETADA B, N. 301, CS 22;105.000,00;105.000,00;0.00;Casa, 0.00 de �rea total, 57.12 de �rea privativa, 178.18 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521559602;Sim;Sim;https://venda-imoveis.caixa.gov.br/fotos/F855552155960221.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8555521559602.pdf
8444422845060;PB;BAYEUX;TAMBAY;RUA MEM DE SA, N. 182, CS 02,;155.876,37;150.000,00;0.00;Casa, 0.00 de �rea total, 57.39 de �rea privativa, 104.12 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422845060;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844442284506021.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444422845060.pdf
8444406161489;PB;BAYEUX;COMERCIAL NORTE;RUA VEREADOR DORGIVAL DANTAS, N. 285, CS 01 COND RES VILLA CLARA;101.316,55;97.000,00;0.00;Casa, 0.00 de �rea total, 51.81 de �rea privativa, 117.42 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406161489;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440616148921.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444406161489.pdf
8444406041548;PB;BAYEUX;LOT RES PANORAMICO;RUA PROJETADA VL-05, N. 250, CS 01 COND RES PANORAMICO;92.062,47;87.500,00;0.00;Casa, 0.00 de �rea total, 45.72 de �rea privativa, 67.66 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406041548;Sim;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440604154821.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444406041548.pdf
8444414425538;PB;BAYEUX;COMERCIAL NORTE;RUA JOAQUIM RODRIGUES DE SOUZA, N. 257, CS B, QD K, LT 10-A;132.914,73;126.000,00;0.00;Casa, 0.00 de �rea total, 60.00 de �rea privativa, 120.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414425538;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441442553821.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444414425538.pdf
8444416990933;PB;BAYEUX;COMERCIAL NORTE;RUA NATIVIDADE, N. 37, CS 02 QD16 LT E;120.731,65;109.000,00;0.00;Casa, 0.00 de �rea total, 52.66 de �rea privativa, 120.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416990933;Sim;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441699093321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444416990933.pdf
8444408858584;PB;BAYEUX;AREA RURAL DE BAYUEX;RUA PROJETADA, N. 171, CS 02, LT. COLINA VERDE;126.211,17;107.000,00;0.00;Casa, 0.00 de �rea total, 45.66 de �rea privativa, 90.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408858584;Sim;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440885858421.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444408858584.pdf
8444406149314;PB;BAYEUX;COMERCIAL NORTE;RUA NOVE DE NOVEMBRO, N. 72, CS B;147.939,50;121.000,00;0.00;Casa, 0.00 de �rea total, 60.00 de �rea privativa, 106.67 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406149314;Sim;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440614931421.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444406149314.pdf
8444405847913;PB;BAYEUX;COMERCIAL NORTE;RUA VEREADOR DORGIVAL DANTAS, N. 255, CS 01;141.744,41;112.000,00;0.00;Casa, 0.00 de �rea total, 46.57 de �rea privativa, 360.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leil�o SFI - Edital �nico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405847913;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844440584791321.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444405847913.pdf
8444414203764;PB;BELEM DO BREJO DO CRUZ;CENTRO;RUA FRANCISCO BATISTA DOS SANTOS, N. 325, 0;48.615,46;102.000,00;52.34;Casa, 0.00 de �rea total, 80.18 de �rea privativa, 200.00 de �rea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414203764;Não;Sim;https://venda-imoveis.caixa.gov.br/fotos/F844441420376421.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444414203764.pdf
8444408986388;PB;BELEM DO BREJO DO CRUZ;MANOEL FORTE MAIA;RUA JOSE FRANCISCO PEREIRA, N. 505, 0;47.213,34;95.000,00;50.31;Casa, 0.00 de �rea total, 79.72 de �rea privativa, 215.60 de �rea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408986388;Não;Não;https://venda-imoveis.caixa.gov.br/fotos/F844440898638821.jpg;https://venda-imoveis.caixa.gov.br/editais/matricula/PB/8444408986388.pdf
